agents,healthStatus,solveConicGibbsGreedyDynamic,PPO_5Bucket_20000000,PPO_5Bucket_50000000,PPO_4Bucket_20000000,solveMILP,PPO_4Bucket_50000000,solveConicGibbsGreedyDynamicCount
"[(0, 1, 0.9086530836369617), (1, 2, 0.5172073208310202), (2, 3, 0.8713152262909297), (3, 2, 0.07592882834318515), (4, 2, 0.1526888724843285), (5, 3, 0.178134632370752), (6, 1, 0.4047312140140885), (7, 3, 0.10023767282490792), (8, 3, 0.9772021475522762), (9, 1, 0.37354655449078866), (10, 1, 0.3343767037963352), (11, 3, 0.23659211487271714), (12, 2, 0.278866119646187), (13, 2, 0.7210397014637798), (14, 2, 0.6338312479374395), (15, 1, 0.8907764585068112), (16, 2, 0.03379603316484736), (17, 3, 0.5712198146513194), (18, 1, 0.6492557619884882), (19, 3, 0.27146741278439945), (20, 2, 0.4072559993426561), (21, 3, 0.8521035392240194), (22, 3, 0.06340696455256478), (23, 2, 0.7477164425746858), (24, 2, 0.5136429579884061), (25, 1, 0.7886330566726415), (26, 1, 0.02316268667316901), (27, 1, 0.02619152813144021), (28, 3, 0.4794095117963567), (29, 3, 0.9407745541722611), (30, 2, 0.7019407567401871), (31, 2, 0.06561764894028821), (32, 2, 0.29264337234272175), (33, 1, 0.6330922452272224), (34, 1, 0.23955368486415074), (35, 1, 0.49323704347807773), (36, 2, 0.5887395929649667), (37, 3, 0.49304590656155334), (38, 2, 0.2846677531911972), (39, 3, 0.9017891714211005), (40, 1, 0.6931974606138773), (41, 2, 0.7112961121004657), (42, 1, 0.1777285837654452), (43, 2, 0.046465352810018845), (44, 1, 0.13064183261140827), (45, 3, 0.6187788954416259), (46, 3, 0.14744737393157603), (47, 3, 0.49899177540158735), (48, 2, 0.3014601462723344), (49, 1, 0.8954433830496142)]","[1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1]",27,20,21,21,27,21,22
"[(0, 1, 0.3409595751599719), (1, 2, 0.1680333673029678), (2, 3, 0.15049446347675677), (3, 1, 0.013581497987958269), (4, 3, 0.2711137592017405), (5, 3, 0.6078924253510161), (6, 2, 0.8104946265478495), (7, 1, 0.17010457578097526), (8, 3, 0.942140924979448), (9, 3, 0.5919964659089407), (10, 2, 0.19233393020512946), (11, 1, 0.005242849933063343), (12, 3, 0.9432933672336394), (13, 1, 0.44177100708959693), (14, 3, 0.8467771994788751), (15, 3, 0.3090564941135022), (16, 3, 0.5030403087014634), (17, 1, 0.3657869452536239), (18, 1, 0.6111290732150794), (19, 3, 0.6119328958126232), (20, 2, 0.11978572444646873), (21, 1, 0.41659484591936735), (22, 1, 0.8971806104137311), (23, 2, 0.22604100211894917), (24, 2, 0.1811029372849957), (25, 3, 0.30131306444345785), (26, 2, 0.5184135219565875), (27, 3, 0.196067297599251), (28, 1, 0.5527452339732358), (29, 2, 0.8661382375228587), (30, 1, 0.43824771185195066), (31, 2, 0.577275768465719), (32, 1, 0.1302273143009578), (33, 3, 0.059047484105336556), (34, 1, 0.23124507436162534), (35, 1, 0.8961451594854468), (36, 1, 0.8769855845991977), (37, 3, 0.05593086805998948), (38, 3, 0.6624926668252458), (39, 3, 0.430311260600863), (40, 2, 0.3015164731861547), (41, 3, 0.8173763633546144), (42, 1, 0.4369756703963248), (43, 3, 0.7905852564581906), (44, 3, 0.45999286093195835), (45, 2, 0.09344639361391427), (46, 3, 0.46896958855250115), (47, 1, 0.7972156073044081), (48, 2, 0.6169940777815608), (49, 3, 0.26688943082283045)]","[0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0]",20,23,14,17,20,6,20
"[(0, 1, 0.3846062048851059), (1, 3, 0.16743304667098025), (2, 3, 0.7010764777725914), (3, 2, 0.46485147791503845), (4, 2, 0.42300741500657646), (5, 1, 0.5880882933086101), (6, 1, 0.8385422598426209), (7, 1, 0.5601745222695426), (8, 1, 0.5432553035992967), (9, 3, 0.3092583133129809), (10, 2, 0.5938379698268531), (11, 2, 0.5447691432171805), (12, 2, 0.43148041375311463), (13, 3, 0.9197630212503727), (14, 3, 0.24875544216047374), (15, 2, 0.48086432967844084), (16, 2, 0.5270042713690323), (17, 3, 0.5734649050024343), (18, 1, 0.238438685445859), (19, 3, 0.3031740789744174), (20, 3, 0.9776957464132507), (21, 2, 0.9369699840399425), (22, 3, 0.013138404467642362), (23, 1, 0.8340047539335825), (24, 1, 0.9200405441377867), (25, 2, 0.5571230736785001), (26, 3, 0.11655376047041388), (27, 1, 0.8824354622895063), (28, 2, 0.18784765050601515), (29, 3, 0.8793622801845968), (30, 3, 0.7327905541594135), (31, 3, 0.968128669242206), (32, 1, 0.4687533614242849), (33, 1, 0.8347940432012815), (34, 2, 0.2665155888074686), (35, 2, 0.9579726729856687), (36, 1, 0.15343353880859045), (37, 2, 0.06420778094817703), (38, 3, 0.5130647064097017), (39, 2, 0.04615615533390094), (40, 2, 0.16154063548588726), (41, 3, 0.971577832640048), (42, 2, 0.9539338160243663), (43, 1, 0.19908788137104727), (44, 1, 0.5002810516507702), (45, 2, 0.23595558879280298), (46, 1, 0.23278083939012328), (47, 2, 0.17094793635649363), (48, 3, 0.6873692196433485), (49, 1, 0.6850694261457684)]","[1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1]",29,25,23,27,27,26,24
"[(0, 3, 0.20645443692879817), (1, 3, 0.8493790573440638), (2, 1, 0.10926056268647566), (3, 1, 0.6941860095052527), (4, 1, 0.28250655163376504), (5, 2, 0.817802837810653), (6, 3, 0.18252326813834063), (7, 1, 0.09538343165211072), (8, 3, 0.1857047649447765), (9, 1, 0.7293667456777001), (10, 3, 0.0004263586211602499), (11, 3, 0.7383752116880626), (12, 1, 0.38970118159079026), (13, 3, 0.05746525629742727), (14, 3, 0.9249796183642582), (15, 1, 0.5477300764033137), (16, 2, 0.8215956258417553), (17, 2, 0.349781379953953), (18, 2, 0.10269690202035087), (19, 3, 0.393868735037352), (20, 1, 0.3243434942634221), (21, 2, 0.06742085750939042), (22, 2, 0.8195087800529768), (23, 2, 0.24758685954268855), (24, 3, 0.8753776410337003), (25, 2, 0.9211224200324387), (26, 2, 0.447072931827999), (27, 3, 0.6648300792781985), (28, 2, 0.5571794745505053), (29, 1, 0.47124831625087615), (30, 2, 0.9658166053823322), (31, 3, 0.12444960106568781), (32, 3, 0.34441156266481077), (33, 1, 0.4949173761757957), (34, 1, 0.5389496603298676), (35, 3, 0.01936885816664935), (36, 3, 0.9722392744375803), (37, 2, 0.6087987816426743), (38, 3, 0.13282470845572525), (39, 2, 0.7042099660412616), (40, 2, 0.7221048945323513), (41, 2, 0.8696264469803504), (42, 3, 0.7780678046681125), (43, 2, 0.3244617593805065), (44, 3, 0.32108369808236437), (45, 1, 0.1749430281435942), (46, 1, 0.9091867952708093), (47, 1, 0.06471479970665106), (48, 3, 0.20751787335755745), (49, 1, 0.6588359687005304)]","[0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1]",28,21,20,23,28,21,0
"[(0, 2, 0.8313192839222556), (1, 2, 0.14393326789228233), (2, 3, 0.9594777377194307), (3, 2, 0.09096339018633037), (4, 1, 0.11211327310997543), (5, 2, 0.1055478605298168), (6, 1, 0.4553869687428954), (7, 1, 0.1268295867132634), (8, 3, 0.5733348477869682), (9, 2, 0.22924872132998397), (10, 2, 0.11780748481727155), (11, 1, 0.42844438793894657), (12, 1, 0.9199718679514174), (13, 1, 0.8875730641373816), (14, 1, 0.5485009006778565), (15, 2, 0.2516404238490443), (16, 3, 0.7377964901190789), (17, 3, 0.19274740082792097), (18, 1, 0.07516481028481148), (19, 3, 0.16646962415717736), (20, 1, 0.8197776451981688), (21, 3, 0.36414984006422313), (22, 2, 0.3098320569096593), (23, 2, 0.6167006193381019), (24, 2, 0.9941589063655704), (25, 1, 0.004268957141116303), (26, 2, 0.4196865440833556), (27, 1, 0.7377107990274588), (28, 1, 0.3885705149936074), (29, 3, 0.3561088721913601), (30, 3, 0.671749081299196), (31, 3, 0.07227368412451096), (32, 2, 0.22954484452240187), (33, 3, 0.9348754550277129), (34, 2, 0.9595677419040568), (35, 3, 0.5333408947299795), (36, 2, 0.04132568406738335), (37, 3, 0.4499927462137273), (38, 2, 0.26779827199075434), (39, 1, 0.09611028238453034), (40, 2, 0.8553048031284771), (41, 2, 0.36744627671362895), (42, 3, 0.45155574814397215), (43, 3, 0.37942899563992427), (44, 1, 0.3605894178951532), (45, 1, 0.05152723618888677), (46, 3, 0.6402092756257263), (47, 1, 0.14516276059373545), (48, 2, 0.30007757274675717), (49, 2, 0.09668234298794076)]","[1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0]",26,23,28,18,29,24,26
"[(0, 3, 0.3252280294660562), (1, 3, 0.8139743892170788), (2, 1, 0.7213901818243301), (3, 3, 0.7717789025621646), (4, 3, 0.39276810329970735), (5, 1, 0.8954515141609396), (6, 1, 0.6204627790577748), (7, 2, 0.40578412353820337), (8, 1, 0.9851409863517465), (9, 2, 0.48754791730635416), (10, 1, 0.218359730770058), (11, 1, 0.6158796292102228), (12, 3, 0.2080530804763694), (13, 1, 0.5752343255997964), (14, 3, 0.7492466017405152), (15, 1, 0.2745043279438141), (16, 1, 0.8010617899558841), (17, 3, 0.09514856149929496), (18, 1, 0.2689026585291783), (19, 2, 0.7066072717809294), (20, 3, 0.022486955705763534), (21, 2, 0.44701287820943436), (22, 1, 0.9171407623919493), (23, 2, 0.4760533952681596), (24, 1, 0.22779878978187196), (25, 1, 0.25169917660136476), (26, 3, 0.6927354139815483), (27, 3, 0.4164418376993083), (28, 2, 0.6299830379804312), (29, 2, 0.8700547880835028), (30, 1, 0.662776566260468), (31, 3, 0.663932526747891), (32, 3, 0.3371141192896907), (33, 3, 0.6543193488656042), (34, 2, 0.6451517936276563), (35, 1, 0.6637907010409843), (36, 3, 0.27067454508346744), (37, 1, 0.4500447027281448), (38, 1, 0.41326587310567275), (39, 2, 0.30335581099076725), (40, 2, 0.5980669914656164), (41, 3, 0.4033605740624515), (42, 3, 0.8390160494437718), (43, 2, 0.34841573151048866), (44, 2, 0.9681761330440948), (45, 3, 0.837618360463647), (46, 1, 0.789622919482082), (47, 1, 0.8830359314769012), (48, 3, 0.44113432519353935), (49, 1, 0.05509420500709328)]","[0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0]",22,22,19,17,20,25,8
"[(0, 3, 0.7336547047416854), (1, 1, 0.01876646859044173), (2, 1, 0.2659427154828501), (3, 1, 0.9670769944357552), (4, 3, 0.19356384915734592), (5, 2, 0.2977427960348682), (6, 3, 0.9339415028454687), (7, 2, 0.08985335127836902), (8, 2, 0.8850189140434439), (9, 2, 0.783733421035141), (10, 2, 0.5668582831900096), (11, 3, 0.6867465388213516), (12, 2, 0.8962934921729786), (13, 3, 0.690159414676185), (14, 3, 0.22963474684306362), (15, 2, 0.32980454043809326), (16, 2, 0.21904356405252812), (17, 1, 0.32184157750061326), (18, 3, 0.46459970167551623), (19, 1, 0.24228871160976995), (20, 3, 0.34986173110173724), (21, 3, 0.620416215445643), (22, 2, 0.09059236750069177), (23, 1, 0.27123762801025164), (24, 1, 0.6765045918431617), (25, 2, 0.914331189425439), (26, 1, 0.12926278228471944), (27, 3, 0.8438155876568544), (28, 1, 0.8480054354511884), (29, 2, 0.34129101668559914), (30, 1, 0.6146926039546263), (31, 3, 0.6282069880427702), (32, 1, 0.6270164428140604), (33, 2, 0.5171847514725192), (34, 2, 0.339659385263516), (35, 2, 0.4979702533567336), (36, 2, 0.5444094200118713), (37, 1, 0.3675475221351109), (38, 3, 0.10393619133928622), (39, 2, 0.6171814571927375), (40, 1, 0.19222398870811974), (41, 2, 0.22609821273863273), (42, 3, 0.6183700088760644), (43, 1, 0.892782575244747), (44, 3, 0.25108426502435144), (45, 1, 0.673030400045487), (46, 1, 0.7464695938141026), (47, 3, 0.9563300239932756), (48, 2, 0.3581653412852229), (49, 1, 0.5624425194533317)]","[0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]",28,19,16,23,27,21,27
"[(0, 1, 0.6965365038490533), (1, 3, 0.9259355788892553), (2, 1, 0.2148886706786992), (3, 2, 0.6318315617682402), (4, 2, 0.17188208613902867), (5, 3, 0.6384159842825029), (6, 3, 0.1852824290287315), (7, 2, 0.18602639646940877), (8, 1, 0.6464745782716922), (9, 3, 0.40610686682466657), (10, 2, 0.012659766434043096), (11, 3, 0.6476368547276922), (12, 1, 0.7870094960929266), (13, 3, 0.1548580618706653), (14, 1, 0.6533338231169146), (15, 3, 0.576596010176268), (16, 1, 0.12241243527631218), (17, 3, 0.3582672279017952), (18, 1, 0.4012483272514923), (19, 1, 0.4188689556871974), (20, 2, 0.039362440739881155), (21, 1, 0.38128899765677005), (22, 2, 0.24340845790263277), (23, 3, 0.01308847158996762), (24, 3, 0.021578859427980213), (25, 1, 0.24636499029003966), (26, 3, 0.38639864509308863), (27, 1, 0.41520585594610115), (28, 3, 0.09741198558362985), (29, 1, 0.7054782302369027), (30, 2, 0.3811356909427318), (31, 1, 0.9534038333750536), (32, 1, 0.7452005570802684), (33, 2, 0.962504426703492), (34, 1, 0.21841990447577497), (35, 3, 0.8758192695442333), (36, 3, 0.42107338240158687), (37, 2, 0.31080070441150154), (38, 1, 0.6761368791968351), (39, 3, 0.6805725369325503), (40, 1, 0.6509329873530038), (41, 1, 0.6832776492028999), (42, 2, 0.24562934752999022), (43, 3, 0.14838261716547885), (44, 1, 0.7187319897206634), (45, 3, 0.3123508959046777), (46, 2, 0.40806748088322986), (47, 3, 0.10253718360354946), (48, 1, 0.7942711898193875), (49, 2, 0.16546758966708164)]","[0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0]",8,5,12,12,12,12,12
"[(0, 3, 0.03536376968803667), (1, 1, 0.14330379677539018), (2, 1, 0.680072129138125), (3, 3, 0.01962954590565069), (4, 3, 0.7653062474123377), (5, 2, 0.3414078740464238), (6, 1, 0.47677059425837354), (7, 1, 0.25132202501441403), (8, 1, 0.45198744999059204), (9, 2, 0.23040301178161304), (10, 2, 0.3593880717896336), (11, 1, 0.9413622558697615), (12, 3, 0.553804321383878), (13, 2, 0.2874569369690051), (14, 2, 0.557022475494946), (15, 1, 0.37898564571722815), (16, 1, 0.9759448884277465), (17, 2, 0.49423907600651207), (18, 3, 0.21027374975488577), (19, 2, 0.5854074822955969), (20, 3, 0.9911708604834014), (21, 2, 0.9798006983315011), (22, 3, 0.9234298992688461), (23, 2, 0.8159177264966252), (24, 3, 0.11756294705071701), (25, 1, 0.6559670956651086), (26, 3, 0.7841331940150045), (27, 3, 0.1787238911433049), (28, 3, 0.3582766776860188), (29, 3, 0.5715832373159961), (30, 3, 0.5605611483666038), (31, 3, 0.042288922613384905), (32, 3, 0.5091612857358133), (33, 2, 0.41619432259401057), (34, 3, 0.13668607096622198), (35, 3, 0.1149955557963751), (36, 1, 0.6969566984099587), (37, 3, 0.6378908978334209), (38, 2, 0.28281554870803105), (39, 1, 0.7079170081405418), (40, 2, 0.785099668714464), (41, 2, 0.3240039905960479), (42, 1, 0.2413948692996013), (43, 2, 0.8807085483710885), (44, 2, 0.32662683040886376), (45, 2, 0.982435383957936), (46, 3, 0.9462434626944428), (47, 1, 0.9189675461416252), (48, 1, 0.3985396021665265), (49, 3, 0.731966311077762)]","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1]",24,17,21,21,28,19,24
"[(0, 3, 0.07118165474047289), (1, 2, 0.37142144151246437), (2, 1, 0.2304778248083723), (3, 2, 0.815720270732839), (4, 3, 0.712307825408729), (5, 2, 0.2743163889504925), (6, 2, 0.877767491445671), (7, 3, 0.6259362292178362), (8, 1, 0.6874214324092377), (9, 2, 0.15609067602078874), (10, 1, 0.4422949972224558), (11, 2, 0.18206785860856056), (12, 3, 0.5287798294825129), (13, 3, 0.4906963801463665), (14, 2, 0.24844203327048064), (15, 3, 0.5168225237304351), (16, 2, 0.7083424232604033), (17, 2, 0.4574094143690671), (18, 2, 0.6973441700849702), (19, 1, 0.4031316518355046), (20, 3, 0.6326539050007067), (21, 1, 0.2357427004724808), (22, 1, 0.06285524418101085), (23, 2, 0.30378035013747895), (24, 3, 0.8036087529956234), (25, 1, 0.41434476567817924), (26, 2, 0.5534437923417932), (27, 2, 0.8080363613927932), (28, 1, 0.27143891380909246), (29, 1, 0.3511166955248023), (30, 2, 0.12540066971329777), (31, 2, 0.5802912980419764), (32, 3, 0.8478207468659733), (33, 2, 0.2548205326275794), (34, 3, 0.7021217366343531), (35, 2, 0.9419592500499946), (36, 1, 0.9397513539459551), (37, 3, 0.795603632955136), (38, 3, 0.019934646703846814), (39, 1, 0.4615263618881327), (40, 2, 0.5704415061026745), (41, 3, 0.5620219729836696), (42, 3, 0.24323503635278754), (43, 3, 0.3076807426454595), (44, 1, 0.6632110320164927), (45, 3, 0.09832225891012725), (46, 3, 0.6627341313893053), (47, 1, 0.8156727584190646), (48, 1, 0.1758494702636565), (49, 1, 0.7652185737937124)]","[0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1]",22,19,20,13,20,19,28
"[(0, 2, 0.6128516038225726), (1, 2, 0.3442016292684317), (2, 1, 0.7042150854634008), (3, 3, 0.923722344093747), (4, 3, 0.7566581052814073), (5, 3, 0.49848373832926274), (6, 3, 0.8639403478362686), (7, 2, 0.7266788814504598), (8, 2, 0.39284731248436755), (9, 3, 0.04945419270266871), (10, 3, 0.7951871172350652), (11, 1, 0.13445145497614974), (12, 1, 0.8514803606914957), (13, 2, 0.0519500143453171), (14, 2, 0.24087159947331516), (15, 1, 0.9837163268873317), (16, 1, 0.26819711463331186), (17, 2, 0.10872855706783846), (18, 1, 0.5013842232922243), (19, 1, 0.05963717750529374), (20, 1, 0.7920083477834403), (21, 3, 0.3038052681372194), (22, 3, 0.12721909037951318), (23, 3, 0.36509951260555795), (24, 2, 0.5275108376800669), (25, 2, 0.9640844030537478), (26, 1, 0.718974867183797), (27, 1, 0.7752988590697503), (28, 3, 0.7235810158317879), (29, 2, 0.7446310224502132), (30, 2, 0.5130038086862814), (31, 3, 0.17038088814185892), (32, 2, 0.2855388762800233), (33, 3, 0.12145352319588443), (34, 1, 0.3539535189073413), (35, 1, 0.4178585219739802), (36, 3, 0.7457499469102471), (37, 2, 0.874240446008702), (38, 2, 0.9762343195461913), (39, 3, 0.6198464378274324), (40, 3, 0.40671839645894614), (41, 2, 0.9123057415889593), (42, 1, 0.7053862581745497), (43, 2, 0.5885118610624466), (44, 3, 0.8746979781337451), (45, 1, 0.012842215033353921), (46, 1, 0.17020388115531737), (47, 3, 0.4357455076952944), (48, 1, 0.04345694989290316), (49, 1, 0.27489041509311196)]","[1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0]",15,18,13,18,23,16,15
"[(0, 2, 0.34092468409181864), (1, 2, 0.4908576351739803), (2, 2, 0.970187676657572), (3, 3, 0.3266412877010161), (4, 3, 0.6744886874400957), (5, 3, 0.1426048475357965), (6, 1, 0.444881957330135), (7, 3, 0.9010041154867301), (8, 2, 0.0421192846073164), (9, 1, 0.6073239828057582), (10, 2, 0.42658150856922517), (11, 3, 0.10614217661803782), (12, 1, 0.15270657421038425), (13, 3, 0.6727743301822445), (14, 3, 0.8983537692355583), (15, 3, 0.8935315954690072), (16, 2, 0.565942894226241), (17, 3, 0.49471225029296473), (18, 2, 0.4043570341575925), (19, 3, 0.7223193263627232), (20, 2, 0.09805168338923642), (21, 1, 0.16136898424043744), (22, 1, 0.680307371683392), (23, 2, 0.9489039579758669), (24, 1, 0.4753596069675967), (25, 1, 0.4289138635651363), (26, 3, 0.04420782738932816), (27, 3, 0.011996594630263813), (28, 3, 0.19634500507599695), (29, 1, 0.16656438295037068), (30, 1, 0.3711579517504463), (31, 2, 0.690604095027276), (32, 2, 0.9646846827556351), (33, 2, 0.638765691994221), (34, 1, 0.289138748430696), (35, 3, 0.9793930636280057), (36, 3, 0.8645950417945667), (37, 1, 0.590466059580086), (38, 2, 0.4783263076715981), (39, 3, 0.7596151950105106), (40, 3, 0.23731251176200052), (41, 3, 0.016188643371160327), (42, 3, 0.3895355062732361), (43, 3, 0.20533596916895547), (44, 3, 0.6452805830849931), (45, 3, 0.7987642424121603), (46, 2, 0.7324006654741887), (47, 2, 0.805109340139199), (48, 1, 0.8727250040658155), (49, 3, 0.9057226217321318)]","[0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1]",33,19,25,15,31,20,33
"[(0, 2, 0.9707539587268871), (1, 1, 0.7734853915304785), (2, 1, 0.13286078152403447), (3, 3, 0.19163019094497047), (4, 3, 0.7885944165089442), (5, 2, 0.8405653756080071), (6, 1, 0.4934132606322713), (7, 1, 0.7459239922341986), (8, 1, 0.6069084668122153), (9, 1, 0.528364380752093), (10, 3, 0.06522542846169854), (11, 3, 0.1812412941906184), (12, 2, 0.20617396711200142), (13, 3, 0.41819265571810005), (14, 3, 0.5207939274704451), (15, 1, 0.5172172998575836), (16, 1, 0.7677545231785298), (17, 2, 0.4178278942157879), (18, 2, 0.01421293768817411), (19, 1, 0.4550428591158464), (20, 3, 0.7795003646044403), (21, 2, 0.07182880527837199), (22, 1, 0.3834442754887635), (23, 2, 0.27598508290304746), (24, 1, 0.7600930691929029), (25, 2, 0.9073497750025624), (26, 2, 0.0023122345765984598), (27, 3, 0.7149246875900425), (28, 3, 0.1740908260666426), (29, 2, 0.34546304828788443), (30, 1, 0.011306095082438072), (31, 2, 0.26475050450388515), (32, 3, 0.9364909498706239), (33, 3, 0.14248647822936966), (34, 3, 0.3670644884848816), (35, 3, 0.27269991552978345), (36, 1, 0.5926544775350867), (37, 1, 0.6729601177802185), (38, 3, 0.008287468058002734), (39, 3, 0.13367335576403894), (40, 2, 0.6985829066291386), (41, 3, 0.04586558026597776), (42, 3, 0.7061546187964707), (43, 2, 0.8173655847357797), (44, 2, 0.022328977135746886), (45, 2, 0.5294564243731236), (46, 3, 0.09977463517149143), (47, 1, 0.12867722111471958), (48, 1, 0.8052123903572647), (49, 2, 0.4185342783532132)]","[1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1]",31,23,18,21,28,17,31
"[(0, 3, 0.43384973822033424), (1, 1, 0.04299946319986314), (2, 2, 0.7798172066000292), (3, 3, 0.2569343855470866), (4, 3, 0.85954340001022), (5, 2, 0.28232882973245876), (6, 2, 0.852629453346119), (7, 3, 0.6625372567704022), (8, 3, 0.11463422735353712), (9, 1, 0.697399456754034), (10, 2, 0.6250123069607445), (11, 2, 0.8999440081888233), (12, 2, 0.5534876414689522), (13, 2, 0.6468798991614727), (14, 1, 0.09680651361014503), (15, 3, 0.33595700172497), (16, 2, 0.8987702584989391), (17, 3, 0.8723430750826638), (18, 1, 0.021970862742654806), (19, 3, 0.03925237090532807), (20, 3, 0.011088660768661995), (21, 2, 0.7662947323927104), (22, 2, 0.052550827797512634), (23, 2, 0.886084529759291), (24, 3, 0.6974838829869946), (25, 3, 0.28720762270276734), (26, 1, 0.04244967785498288), (27, 3, 0.2758439857186745), (28, 1, 0.03468780930717186), (29, 3, 0.8475391567221511), (30, 3, 0.1608964999046637), (31, 2, 0.7667852014192919), (32, 1, 0.770741081981443), (33, 2, 0.46733100753246115), (34, 1, 0.2438296433057091), (35, 3, 0.3113521093708934), (36, 3, 0.06328714111612466), (37, 3, 0.13674647414900265), (38, 2, 0.31421925259618233), (39, 2, 0.34409973921402937), (40, 1, 0.4694903142831097), (41, 2, 0.4624529665813756), (42, 3, 0.025588225170815826), (43, 3, 0.906390380911637), (44, 3, 0.44031846746763825), (45, 2, 0.8094606971146865), (46, 2, 0.9227363644231305), (47, 3, 0.6635341020493526), (48, 1, 0.8645223759075303), (49, 3, 0.015092632014176433)]","[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0]",15,16,6,16,15,13,7
