agents,solveMILP,solveSeqRLBucket,solveConicGibbsGreedyDynamic
"[(0, 1, 0.5525701947954307), (1, 1, 0.40045909119921863), (2, 1, 0.041305912234198106), (3, 1, 0.6956400594888648), (4, 1, 0.09804805317492682), (5, 1, 0.8382164108264009), (6, 1, 0.5900905943616246), (7, 1, 0.9533301466837554), (8, 1, 0.49148782826746673), (9, 1, 0.24846332442661623), (10, 1, 0.27702763773699823), (11, 1, 0.6523411224844812), (12, 1, 0.10735903031180505), (13, 1, 0.06531294930901799), (14, 1, 0.33537875674063833), (15, 1, 0.9848150797070363), (16, 1, 0.5811161189726404), (17, 1, 0.9523149425501374), (18, 1, 0.5623116242360423), (19, 1, 0.7159919343609151), (20, 1, 0.4887768638925112), (21, 1, 0.9757198752416367), (22, 1, 0.28079905579987696), (23, 1, 0.6564426146088866), (24, 1, 0.6109246189904921), (25, 1, 0.9101354705811491), (26, 1, 0.27203460484698117), (27, 1, 0.29018585126684193), (28, 1, 0.8126613979005529), (29, 1, 0.8715848730214405), (30, 1, 0.9521957651157079), (31, 1, 0.9992803598797235), (32, 1, 0.9597048906917677), (33, 1, 0.9463589124978047), (34, 1, 0.39070446195667774), (35, 1, 0.858038086772389), (36, 1, 0.874329602566665), (37, 1, 0.08225358692760631), (38, 1, 0.035272334417649875), (39, 1, 0.43961581295447905), (40, 1, 0.5776314002186389), (41, 1, 0.8170716076158965), (42, 1, 0.1425189743927896), (43, 1, 0.42288179868379094), (44, 1, 0.03695422152051109), (45, 1, 0.031279023590722654), (46, 1, 0.8176436633658906), (47, 1, 0.5037224517810901), (48, 1, 0.8695972008644665), (49, 1, 0.8293767466026783)]",12,5,10.0
"[(0, 1, 0.5788196854369628), (1, 1, 0.009418395567453053), (2, 1, 0.5308170176549591), (3, 1, 0.5973309153177341), (4, 1, 0.6273316114244655), (5, 1, 0.798372867657492), (6, 1, 0.1243814536187442), (7, 1, 0.5456574335801513), (8, 1, 0.12148652165432217), (9, 1, 0.41380002585331843), (10, 1, 0.6871236024763386), (11, 1, 0.8816575558133903), (12, 1, 0.828589437795069), (13, 1, 0.525155189915236), (14, 1, 0.224833928243368), (15, 1, 0.07490669436002007), (16, 1, 0.5992752912393899), (17, 1, 0.25060500372990036), (18, 1, 0.8893717312798238), (19, 1, 0.9788187584229244), (20, 1, 0.9760637244737549), (21, 1, 0.07167917053663608), (22, 1, 0.4954375571077456), (23, 1, 0.5772811232444652), (24, 1, 0.90689275857813), (25, 1, 0.01360826631229528), (26, 1, 0.9602442134875464), (27, 1, 0.19784227721680525), (28, 1, 0.9520588031173001), (29, 1, 0.441822279634393), (30, 1, 0.7911760400368347), (31, 1, 0.9517657306408585), (32, 1, 0.955551080694087), (33, 1, 0.4570321401636853), (34, 1, 0.3685997904506444), (35, 1, 0.24116430896283292), (36, 1, 0.29544322184330596), (37, 1, 0.36755450543251333), (38, 1, 0.24293694037986613), (39, 1, 0.47283185660761495), (40, 1, 0.19891697742123782), (41, 1, 0.4223688081418915), (42, 1, 0.026302118161116494), (43, 1, 0.9282100253734423), (44, 1, 0.08295880860040938), (45, 1, 0.38331580905517537), (46, 1, 0.2241158520351938), (47, 1, 0.5706069982726308), (48, 1, 0.8889512257713412), (49, 1, 0.9273208118549915)]",10,12,13.0
"[(0, 1, 0.04834259434474397), (1, 1, 0.034186457798073944), (2, 1, 0.3075606122287189), (3, 1, 0.03814414408350342), (4, 1, 0.3521592657023538), (5, 1, 0.36000182471669184), (6, 1, 0.3357246883938234), (7, 1, 0.8490491600759411), (8, 1, 0.8624171923031518), (9, 1, 0.4788617446245551), (10, 1, 0.0597085213199644), (11, 1, 0.5045183755593599), (12, 1, 0.6440921057060112), (13, 1, 0.2189065560817689), (14, 1, 0.24122471124427491), (15, 1, 0.552011761738114), (16, 1, 0.18023283740301266), (17, 1, 0.6224766547071612), (18, 1, 0.7443789362360298), (19, 1, 0.38402883752266603), (20, 1, 0.08646217822085689), (21, 1, 0.237235437645947), (22, 1, 0.20416109414222638), (23, 1, 0.5596533464310152), (24, 1, 0.3919956654813359), (25, 1, 0.49235347453863765), (26, 1, 0.8028724102605692), (27, 1, 0.14582919481407075), (28, 1, 0.7716122455414824), (29, 1, 0.3738648532450396), (30, 1, 0.958048208004021), (31, 1, 0.7922759350495513), (32, 1, 0.10571474967818606), (33, 1, 0.5904102167738948), (34, 1, 0.6177768078204035), (35, 1, 0.6852961993852521), (36, 1, 0.015311163440696496), (37, 1, 0.06892546091708529), (38, 1, 0.31477151559927796), (39, 1, 0.6798049071818653), (40, 1, 0.49785486534367984), (41, 1, 0.3179825236161379), (42, 1, 0.8582932912281622), (43, 1, 0.6765236298947415), (44, 1, 0.12845280710040619), (45, 1, 0.23259598511796387), (46, 1, 0.06757430378780849), (47, 1, 0.025579722482786615), (48, 1, 0.2915255068407666), (49, 1, 0.3542700667613442)]",3,5,12.0
"[(0, 1, 0.29144603058719576), (1, 1, 0.7498391724617958), (2, 1, 0.7245570494934148), (3, 1, 0.5760601898971702), (4, 1, 0.30464530645448207), (5, 1, 0.6366979387255941), (6, 1, 0.3572814474911822), (7, 1, 0.47095742381152295), (8, 1, 0.7150774008137047), (9, 1, 0.333450804823876), (10, 1, 0.6735121079424616), (11, 1, 0.8650894621203162), (12, 1, 0.4436259304672413), (13, 1, 0.02376092511964356), (14, 1, 0.5929741568205555), (15, 1, 0.7983360703797694), (16, 1, 0.5324617387810523), (17, 1, 0.36928535882017277), (18, 1, 0.23695408294734344), (19, 1, 0.6644554999535454), (20, 1, 0.07035391975666139), (21, 1, 0.19066201483810974), (22, 1, 0.3934387001269185), (23, 1, 0.22041293926516925), (24, 1, 0.046545209967557066), (25, 1, 0.5532820972475077), (26, 1, 0.3795767484091782), (27, 1, 0.9717092641300733), (28, 1, 0.09341421742648803), (29, 1, 0.3679592825846062), (30, 1, 0.25778370879950196), (31, 1, 0.06648721575712557), (32, 1, 0.11688248980768556), (33, 1, 0.5120432210209013), (34, 1, 0.15042484148510626), (35, 1, 0.24620928186416535), (36, 1, 0.23750642312102332), (37, 1, 0.5110778932439651), (38, 1, 0.7523692276784759), (39, 1, 0.2632366273986444), (40, 1, 0.8353259368635392), (41, 1, 0.15047871201169727), (42, 1, 0.09993964572649838), (43, 1, 0.5318445083760724), (44, 1, 0.6750288974263383), (45, 1, 0.7961778029354754), (46, 1, 0.5562699903480921), (47, 1, 0.9093807496824392), (48, 1, 0.2868246029790714), (49, 1, 0.04547355147383325)]",8,4,7.0
"[(0, 1, 0.4267554174431262), (1, 1, 0.752567717696753), (2, 1, 0.47166041610076537), (3, 1, 0.7897597914072966), (4, 1, 0.5622025543833935), (5, 1, 0.9199662479044179), (6, 1, 0.79974366894093), (7, 1, 0.2352083434094192), (8, 1, 0.7004169364529856), (9, 1, 0.5397860869326966), (10, 1, 0.2633214007807132), (11, 1, 0.6761480422896817), (12, 1, 0.21582482129357172), (13, 1, 0.24212286444257825), (14, 1, 0.9518729131688736), (15, 1, 0.04873892490152998), (16, 1, 0.39934643951375537), (17, 1, 0.3074209410391848), (18, 1, 0.1401260586741213), (19, 1, 0.5307932306394045), (20, 1, 0.4101232091743223), (21, 1, 0.8990789416091308), (22, 1, 0.3514339775800457), (23, 1, 0.8120527387587235), (24, 1, 0.823973121497971), (25, 1, 0.7001754732298421), (26, 1, 0.34972002557799653), (27, 1, 0.3465855388902874), (28, 1, 0.5021021113859172), (29, 1, 0.06379512021919065), (30, 1, 0.5329849602713773), (31, 1, 0.6333692323155155), (32, 1, 0.4342356242332106), (33, 1, 0.690019972630504), (34, 1, 0.7860722297244008), (35, 1, 0.6525204541925714), (36, 1, 0.7243952817362466), (37, 1, 0.25512694983561557), (38, 1, 0.4570419271146966), (39, 1, 0.34096436521817464), (40, 1, 0.40426924950054477), (41, 1, 0.1025324268073664), (42, 1, 0.1406676226933633), (43, 1, 0.030591945169026524), (44, 1, 0.526965770659483), (45, 1, 0.5645820730330885), (46, 1, 0.40018227711298915), (47, 1, 0.5382485235027804), (48, 1, 0.06559434597953517), (49, 1, 0.7063514791340668)]",6,0,5.0
"[(0, 1, 0.5136806489772217), (1, 1, 0.05384021190624133), (2, 1, 0.10561523888178337), (3, 1, 0.22883271927345805), (4, 1, 0.44584379038296895), (5, 1, 0.11787427007467133), (6, 1, 0.8066760533680624), (7, 1, 0.29365001978822347), (8, 1, 0.9328502552956194), (9, 1, 0.29891841087702486), (10, 1, 0.009985871597351315), (11, 1, 0.21754525974647676), (12, 1, 0.07414369699481937), (13, 1, 0.17167030027687114), (14, 1, 0.6543861250251356), (15, 1, 0.2956080124770424), (16, 1, 0.38654278602243386), (17, 1, 0.866246562752655), (18, 1, 0.37170372653962946), (19, 1, 0.35917999680426926), (20, 1, 0.42712758776647275), (21, 1, 0.060137434790995425), (22, 1, 0.9201883349438471), (23, 1, 0.6354132944188157), (24, 1, 0.8755429856736614), (25, 1, 0.6853153996547379), (26, 1, 0.7645086069712108), (27, 1, 0.47831735572933), (28, 1, 0.036662484003730844), (29, 1, 0.06508780060834418), (30, 1, 0.04873671676627389), (31, 1, 0.4425991957154992), (32, 1, 0.05470366999926013), (33, 1, 0.1138235891856062), (34, 1, 0.10294209985191227), (35, 1, 0.5801750526122943), (36, 1, 0.5948362692060019), (37, 1, 0.23292905619866655), (38, 1, 0.04368946625892356), (39, 1, 0.33650319813281127), (40, 1, 0.9991091648570083), (41, 1, 0.7987287824638696), (42, 1, 0.7507807383063708), (43, 1, 0.8951271406664837), (44, 1, 0.47059954303147167), (45, 1, 0.5617598964740701), (46, 1, 0.9607032452414972), (47, 1, 0.8342315125764628), (48, 1, 0.4204753917229894), (49, 1, 0.7392469688104397)]",10,0,11.0
"[(0, 1, 0.8127107808308005), (1, 1, 0.9276720128662238), (2, 1, 0.3025580913125515), (3, 1, 0.2278157842984716), (4, 1, 0.3512984149944557), (5, 1, 0.5041487308223032), (6, 1, 0.08262373514886556), (7, 1, 0.6104357693077723), (8, 1, 0.38810437765884387), (9, 1, 0.155226295275382), (10, 1, 0.7390921966043328), (11, 1, 0.6453135087066446), (12, 1, 0.8413210752620055), (13, 1, 0.03421595507422315), (14, 1, 0.12183203684716026), (15, 1, 0.6298305999233564), (16, 1, 0.926924236581611), (17, 1, 0.23002280362044625), (18, 1, 0.005024538531952505), (19, 1, 0.6227117744948599), (20, 1, 0.5654433830532651), (21, 1, 0.3083993890071126), (22, 1, 0.7791967775093963), (23, 1, 0.4693658829630235), (24, 1, 0.6490728399009763), (25, 1, 0.10166394358531716), (26, 1, 0.11433395114971123), (27, 1, 0.5362789450736726), (28, 1, 0.06369461488256634), (29, 1, 0.5847377459638606), (30, 1, 0.8214377393286004), (31, 1, 0.9455027799364951), (32, 1, 0.5742002644022755), (33, 1, 0.17694952865459912), (34, 1, 0.28549163563547664), (35, 1, 0.11617248962657267), (36, 1, 0.5749206227904631), (37, 1, 0.9159804933709509), (38, 1, 0.7248259801851038), (39, 1, 0.5048254820736341), (40, 1, 0.7990265189214124), (41, 1, 0.3795768132795657), (42, 1, 0.288264572137917), (43, 1, 0.797021777511615), (44, 1, 0.031176197696965446), (45, 1, 0.9428779123324255), (46, 1, 0.08251639553223356), (47, 1, 0.6309678820774132), (48, 1, 0.7087670301811239), (49, 1, 0.14132874654484107)]",4,5,10.0
"[(0, 1, 0.339466554205185), (1, 1, 0.5173460196121652), (2, 1, 0.2338615238916828), (3, 1, 0.6739721759946684), (4, 1, 0.6190103616019902), (5, 1, 0.22574967188029016), (6, 1, 0.3770111649722593), (7, 1, 0.2145790703593109), (8, 1, 0.21945981941332982), (9, 1, 0.2182206963472263), (10, 1, 0.979368921334541), (11, 1, 0.9839576338439107), (12, 1, 0.4149698816911427), (13, 1, 0.6500447625910052), (14, 1, 0.22396327252337367), (15, 1, 0.06140244127490324), (16, 1, 0.14061442087182097), (17, 1, 0.006182846744517634), (18, 1, 0.8030710494552695), (19, 1, 0.672411207100868), (20, 1, 0.25460399479093676), (21, 1, 0.277894987471098), (22, 1, 0.7490512074669433), (23, 1, 0.7828711502625713), (24, 1, 0.38325240007030037), (25, 1, 0.2747926086600475), (26, 1, 0.3346094453714229), (27, 1, 0.41287384657157433), (28, 1, 0.2937197802990543), (29, 1, 0.4017871852946374), (30, 1, 0.5048229649455869), (31, 1, 0.9203486601959198), (32, 1, 0.8271638337511382), (33, 1, 0.15998763997242205), (34, 1, 0.10836910794975174), (35, 1, 0.3339350179054529), (36, 1, 0.35354009374618656), (37, 1, 0.36016230860086407), (38, 1, 0.5456386159814828), (39, 1, 0.08494879406064393), (40, 1, 0.9157505527717864), (41, 1, 0.7887617899004497), (42, 1, 0.26485045087276693), (43, 1, 0.9837110687344566), (44, 1, 0.4088336173854933), (45, 1, 0.04110207748988015), (46, 1, 0.5961658098008115), (47, 1, 0.9160100985124339), (48, 1, 0.8891990475732972), (49, 1, 0.7102466077003128)]",13,5,14.0
"[(0, 1, 0.5865693386973629), (1, 1, 0.6385718415017866), (2, 1, 0.4177476373239827), (3, 1, 0.9203466024634747), (4, 1, 0.09884004537838664), (5, 1, 0.7731635071294604), (6, 1, 0.7093485325354641), (7, 1, 0.0063788968814406655), (8, 1, 0.4113912401963913), (9, 1, 0.6164628719827439), (10, 1, 0.17279973078241395), (11, 1, 0.46217810410905846), (12, 1, 0.03547333947633302), (13, 1, 0.051277812296501635), (14, 1, 0.40744555508935965), (15, 1, 0.7612690196217256), (16, 1, 0.13354604521842084), (17, 1, 0.018851401414661018), (18, 1, 0.6727176063790231), (19, 1, 0.5786780242264343), (20, 1, 0.436168444537402), (21, 1, 0.011973661725710905), (22, 1, 0.06740611898901361), (23, 1, 0.522975654095825), (24, 1, 0.8972657733059747), (25, 1, 0.39729639916090054), (26, 1, 0.29966889958366116), (27, 1, 0.5060466838879503), (28, 1, 0.30192104234620754), (29, 1, 0.49945971702421177), (30, 1, 0.7631495769726481), (31, 1, 0.25070909010596143), (32, 1, 0.10343099199851646), (33, 1, 0.2278227453263657), (34, 1, 0.5147633147487239), (35, 1, 0.815621916888793), (36, 1, 0.23608314241657635), (37, 1, 0.1386883173798914), (38, 1, 0.44482916618483825), (39, 1, 0.3518126779925099), (40, 1, 0.26126301066795843), (41, 1, 0.4763065903139264), (42, 1, 0.6065591783213872), (43, 1, 0.7821307808621788), (44, 1, 0.43293305303895135), (45, 1, 0.7222045307448934), (46, 1, 0.022770518945104956), (47, 1, 0.2292007471403864), (48, 1, 0.7932784478613999), (49, 1, 0.7982047692391885)]",10,4,8.0
"[(0, 1, 0.9477160334943974), (1, 1, 0.614319243700704), (2, 1, 0.15091231991643206), (3, 1, 0.0029451608220331105), (4, 1, 0.4035681840404489), (5, 1, 0.9853780907645356), (6, 1, 0.5653753637656682), (7, 1, 0.6449101454811198), (8, 1, 0.6006143227416502), (9, 1, 0.3369578379606941), (10, 1, 0.03571708062904666), (11, 1, 0.5661129722165638), (12, 1, 0.07244913102527417), (13, 1, 0.039908273937176664), (14, 1, 0.8097194991724301), (15, 1, 0.10631251824573784), (16, 1, 0.02454872721467838), (17, 1, 0.8792700612423313), (18, 1, 0.890870407307829), (19, 1, 0.02136653364621277), (20, 1, 0.9766683455324735), (21, 1, 0.15667308660539636), (22, 1, 0.45563535179000325), (23, 1, 0.1889463302692913), (24, 1, 0.7440686692291785), (25, 1, 0.7136954330502479), (26, 1, 0.3005339242389421), (27, 1, 0.4967074315434894), (28, 1, 0.4585390460656569), (29, 1, 0.8667443496923505), (30, 1, 0.9343942717785826), (31, 1, 0.5775996298032612), (32, 1, 0.7812766091509529), (33, 1, 0.6478403400756029), (34, 1, 0.4574703091621911), (35, 1, 0.06979379085734005), (36, 1, 0.7927107970981664), (37, 1, 0.8218315980165531), (38, 1, 0.8978000639409598), (39, 1, 0.012771016179671246), (40, 1, 0.10677025103095306), (41, 1, 0.6559451178304941), (42, 1, 0.8253992125630571), (43, 1, 0.5826803421363647), (44, 1, 0.19859289468299257), (45, 1, 0.8403810558485649), (46, 1, 0.2399316803180611), (47, 1, 0.3800579043647744), (48, 1, 0.18645902058459463), (49, 1, 0.19667949172632615)]",13,0,12.0
"[(0, 1, 0.600476320247092), (1, 1, 0.11667636037154971), (2, 1, 0.1686041849625548), (3, 1, 0.5629295726981824), (4, 1, 0.3264428330296635), (5, 1, 0.6029913849173114), (6, 1, 0.660437035822903), (7, 1, 0.5048618593480795), (8, 1, 0.9656192420224479), (9, 1, 0.6616748385403227), (10, 1, 0.13876021799412308), (11, 1, 0.678858609273054), (12, 1, 0.9390041257156623), (13, 1, 0.6584999433963478), (14, 1, 0.10124820827439296), (15, 1, 0.07821546328218787), (16, 1, 0.24813238794826964), (17, 1, 0.06100334300888732), (18, 1, 0.22278371730015145), (19, 1, 0.8295179693877457), (20, 1, 0.8756783902125447), (21, 1, 0.5058801156936109), (22, 1, 0.4176652624219723), (23, 1, 0.6779484172023367), (24, 1, 0.3363872994000716), (25, 1, 0.6962132180865774), (26, 1, 0.4323935572038595), (27, 1, 0.6832063720946423), (28, 1, 0.15344267828039027), (29, 1, 0.8129120454891562), (30, 1, 0.4819751768866458), (31, 1, 0.4393561606805888), (32, 1, 0.569855187655303), (33, 1, 0.937409992163104), (34, 1, 0.8093609367267062), (35, 1, 0.25255506150860363), (36, 1, 0.5787013480201441), (37, 1, 0.05942270254119586), (38, 1, 0.7934469388368606), (39, 1, 0.267711468838258), (40, 1, 0.6994484856153439), (41, 1, 0.6239291868227074), (42, 1, 0.01596126257057362), (43, 1, 0.3619430182842157), (44, 1, 0.5671403307616251), (45, 1, 0.06549604463466274), (46, 1, 0.07564075267646275), (47, 1, 0.4519206254947632), (48, 1, 0.4804334085767089), (49, 1, 0.2840405477649436)]",11,5,8.0
"[(0, 1, 0.032046814447099115), (1, 1, 0.60317780795142), (2, 1, 0.2461384614560651), (3, 1, 0.7445472145076841), (4, 1, 0.10791694398331664), (5, 1, 0.5312060197017419), (6, 1, 0.8433012253201372), (7, 1, 0.5333132203866355), (8, 1, 0.5651625892234792), (9, 1, 0.7277192146696058), (10, 1, 0.00334678828468582), (11, 1, 0.6297535561343045), (12, 1, 0.0260087143764951), (13, 1, 0.9712627132800912), (14, 1, 0.26651839742225525), (15, 1, 0.29578014595110647), (16, 1, 0.4244776348272029), (17, 1, 0.6417449179683105), (18, 1, 0.21093340262364524), (19, 1, 0.03944166662113313), (20, 1, 0.8302482788590521), (21, 1, 0.9593975900769919), (22, 1, 0.804906463646087), (23, 1, 0.19694365281778592), (24, 1, 0.9179021381260285), (25, 1, 0.7678695783430449), (26, 1, 0.42600708630057316), (27, 1, 0.07038815060323933), (28, 1, 0.2360329935310942), (29, 1, 0.4208377896708442), (30, 1, 0.8452632929779195), (31, 1, 0.5580688108689367), (32, 1, 0.6032869103593823), (33, 1, 0.14955046071342326), (34, 1, 0.36476120725054284), (35, 1, 0.8819861819332742), (36, 1, 0.23767941736811304), (37, 1, 0.6394307139553139), (38, 1, 0.48004808824844625), (39, 1, 0.3679806689873121), (40, 1, 0.790832399915753), (41, 1, 0.18409471442449243), (42, 1, 0.6671741231653835), (43, 1, 0.2907876163740123), (44, 1, 0.27649562858527277), (45, 1, 0.28868527258452603), (46, 1, 0.7380477966683266), (47, 1, 0.558381933748097), (48, 1, 0.7565066704378391), (49, 1, 0.34810358530889407)]",11,0,7.0
"[(0, 1, 0.5719541248902912), (1, 1, 0.7458122468649838), (2, 1, 0.9296686468488343), (3, 1, 0.2917599113998196), (4, 1, 0.015219244174054292), (5, 1, 0.6956195939991315), (6, 1, 0.18867271619081272), (7, 1, 0.1665256715605944), (8, 1, 0.04076164505040969), (9, 1, 0.8601289629026285), (10, 1, 0.5406098405662336), (11, 1, 0.3105373638184974), (12, 1, 0.7404889826839817), (13, 1, 0.9543822357668122), (14, 1, 0.8687821317068544), (15, 1, 0.635256014631028), (16, 1, 0.21364084589472532), (17, 1, 0.25875446820876247), (18, 1, 0.6501468806580056), (19, 1, 0.6703291527465766), (20, 1, 0.5977255062096022), (21, 1, 0.38217608010601056), (22, 1, 0.7188270963591443), (23, 1, 0.49164137480528713), (24, 1, 0.5382718679725869), (25, 1, 0.4994384446403901), (26, 1, 0.8331052215855559), (27, 1, 0.8272252791696623), (28, 1, 0.35359725053145763), (29, 1, 0.37001575298389466), (30, 1, 0.8712588204695186), (31, 1, 0.7795278669189779), (32, 1, 0.08686274961096296), (33, 1, 0.8207149344411069), (34, 1, 0.7364168989705291), (35, 1, 0.8752397944816462), (36, 1, 0.12188993751337762), (37, 1, 0.9449675907832351), (38, 1, 0.7324083638531745), (39, 1, 0.2973269396687286), (40, 1, 0.9934280979270085), (41, 1, 0.7276816947090646), (42, 1, 0.7961273931183821), (43, 1, 0.1397022730140317), (44, 1, 0.11416272698813246), (45, 1, 0.40203503310963806), (46, 1, 0.9098244202036598), (47, 1, 0.12421452916576059), (48, 1, 0.8984819491585534), (49, 1, 0.4431015644365476)]",9,5,16.0
"[(0, 1, 0.5395217815367602), (1, 1, 0.9704362026269271), (2, 1, 0.4491151226891895), (3, 1, 0.018318378474438513), (4, 1, 0.15785309478458187), (5, 1, 0.7032749828992483), (6, 1, 0.7955179374047783), (7, 1, 0.3557922638234333), (8, 1, 0.8188480414764995), (9, 1, 0.7214624350950892), (10, 1, 0.6408249539165696), (11, 1, 0.3254165849004833), (12, 1, 0.11486231986347506), (13, 1, 0.3256387960482947), (14, 1, 0.055506709120688114), (15, 1, 0.8954489722000349), (16, 1, 0.010094034151590714), (17, 1, 0.5778462772349491), (18, 1, 0.511522685098083), (19, 1, 0.36925522299677893), (20, 1, 0.7642296416428735), (21, 1, 0.7736237260474844), (22, 1, 0.5038707066519206), (23, 1, 0.41368305065946165), (24, 1, 0.6450057189276781), (25, 1, 0.6140212617384254), (26, 1, 0.2721469348567598), (27, 1, 0.01878740345286367), (28, 1, 0.2142669421319061), (29, 1, 0.687352563091081), (30, 1, 0.5830989287716477), (31, 1, 0.5765909447543982), (32, 1, 0.3095497125659221), (33, 1, 0.7042947856711105), (34, 1, 0.6470759898056473), (35, 1, 0.5251859255092859), (36, 1, 0.4589864986189893), (37, 1, 0.8242187523492569), (38, 1, 0.7525724690760521), (39, 1, 0.9454687416845868), (40, 1, 0.6825171599825011), (41, 1, 0.3447159009396007), (42, 1, 0.9262775082063601), (43, 1, 0.14285725718158537), (44, 1, 0.49425975948062484), (45, 1, 0.7332110009855642), (46, 1, 0.7329178742143595), (47, 1, 0.5945242657651363), (48, 1, 0.5476181093558), (49, 1, 0.021877183242171583)]",10,5,0.0
"[(0, 1, 0.6333399378249169), (1, 1, 0.886109145924959), (2, 1, 0.06354671245903964), (3, 1, 0.40112956568075), (4, 1, 0.23327369934608422), (5, 1, 0.3422004110676934), (6, 1, 0.9734784391222246), (7, 1, 0.7302377483494682), (8, 1, 0.5379828648683507), (9, 1, 0.4442563311075851), (10, 1, 0.14892097213326005), (11, 1, 0.883441104497963), (12, 1, 0.3557193772350492), (13, 1, 0.36604545388598064), (14, 1, 0.061740744888306054), (15, 1, 0.38215216540277597), (16, 1, 0.39731581488171064), (17, 1, 0.5158595710743931), (18, 1, 0.2402853909404944), (19, 1, 0.989386759281491), (20, 1, 0.9251649375327796), (21, 1, 0.01135248833693936), (22, 1, 0.7256775231032652), (23, 1, 0.3870539354157506), (24, 1, 0.38284157017783826), (25, 1, 0.9808921718491049), (26, 1, 0.1641722098756011), (27, 1, 0.7803538349730537), (28, 1, 0.24893301875353402), (29, 1, 0.7166792347273706), (30, 1, 0.7368609426118959), (31, 1, 0.1691714890371352), (32, 1, 0.5261544932208109), (33, 1, 0.28601568990733706), (34, 1, 0.22137615884713024), (35, 1, 0.950227137040826), (36, 1, 0.4300306186911067), (37, 1, 0.8796541396558569), (38, 1, 0.3226851317499534), (39, 1, 0.904291368430304), (40, 1, 0.22160224212001212), (41, 1, 0.566007943668543), (42, 1, 0.6882733221794479), (43, 1, 0.9442505629008351), (44, 1, 0.023707306410273632), (45, 1, 0.7908831292305879), (46, 1, 0.33878303505780183), (47, 1, 0.8151973071923104), (48, 1, 0.24384379251800636), (49, 1, 0.7311508261501045)]",18,0,5.0
